Open,Close.Last
13687.59,13401.86
13723.09,13752.24
13557.83,13632.84
13731.13,13582.42
13774.51,13633.5
14031.77,13895.12
13970.73,13962.68
14204.51,14082.55
14082.78,14051.03
14170.91,14090.22
14052.38,14138.78
13861.37,14016.81
13952.57,13818.41
13745.77,13950.22
13894.46,13786.27
13984.58,13914.77
14059.11,14052.34
13983.23,14038.76
14005.27,13857.84
13902.45,13996.1
13854.44,13850
13787.01,13900.19
13796.89,13829.31
13675.3,13688.84
13681.67,13698.38
13594.9,13705.59
13414.32,13480.11
13122.57,13246.87
13008.8,13045.39
13103.97,13059.65
12996.03,13138.72
12844.58,12977.68
13289.24,12961.89
13381.43,13227.7
13278.78,13377.54
13119.9,13215.24
13349.2,13116.17
13336.91,13525.2
13523.17,13471.57
13323.47,13459.71
13222.81,13319.86
13273.31,13398.67
13234.73,13068.83
12923.07,13073.82
12904.26,12609.16
12860.04,12920.15
12953.99,12723.47
13336.25,12997.75
13599.45,13358.79
13406.16,13588.83
13192.35,13192.35
13512.64,13119.43
13400.25,13597.97
13262.61,13465.2
13714.2,13533.05
13929.2,13874.46
13814.67,13865.36
13911.65,13965.49
14152.21,14047.5
13979.21,14095.47
14045.21,14025.77
14093.35,13972.53
13966.81,14007.7
13937.06,13987.64
13824.88,13856.3
13674.06,13777.74
13718.31,13610.54
13543.1,13612.78
13226.18,13403.39
13284.72,13070.69
13323.29,13337.16
13486.58,13270.6
13681.72,13626.06
13681.21,13635.99
13474.81,13543.06
13521.48,13530.91
13342.55,13457.25
13132.73,13197.18
13099.9,12998.5
13174.75,13112.64
13088.01,13128.95
13062.06,13072.43
13048.78,13036.43
13160.22,13201.98
12867.34,13067.48
12666.15,12740.79
12665.65,12818.96
12958.52,12698.45
12877.09,12888.28
12906.51,12870
12965.39,12850.22
12914.64,12899.42
12791.54,12804.73
12834.94,12771.11
12785.22,12807.92
12596.14,12742.52
12804.93,12755.64
12730.78,12764.75
12611.04,12658.19
12543.26,12595.06
12447.44,12440.04
12336.79,12377.87
12247.55,12405.81
12591.69,12338.95
12503.17,12582.77
12461,12519.95
12399.32,12464.23
12369.26,12377.18
12285.75,12349.37
12313.36,12355.11
12224.25,12198.74
12159.18,12205.85
12069.34,12094.4
11939.33,12037.33
11916.76,11881.17
11892.7,11854.97
11779.04,11904.71
11896.06,11801.6
11913.35,11899.34
11847.11,11924.13
11794.94,11829.29
